Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
161,11,Hoverfly,brief_heavy,brief_visit,brief visit,1.087,0.321,0.242,0.484,0.355,0.679,-0.075,0.164,0.135,No capsule,Flower 11 :: Hoverfly
162,56,Bumblebee,high_contact,deep_contact,deep contact visit,10.62,0.791,0.776,0.031,0.958,0.554,0.086,0.243,0.75,No capsule,Flower 56 :: Bumblebee
163,34,Small native bee,mixed,deep_contact,deep contact visit,14.786,0.803,0.867,0.02,0.973,0.661,-0.076,0.098,0.44,Capsule formed,Flower 34 :: Small native bee
164,77,Beetle,high_contact,deep_contact,deep contact visit,10.155,0.749,0.709,0.075,0.9,0.433,-0.12,0.121,0.869,Capsule formed,Flower 77 :: Beetle
165,13,Moth,mixed,brief_visit,brief visit,2.703,0.24,0.15,0.556,0.258,0.261,0.462,0.223,0.452,No capsule,Flower 13 :: Moth
166,82,Ant,high_contact,deep_contact,deep contact visit,12.959,0.607,0.943,0.078,0.897,0.681,0.112,0.051,0.823,Capsule formed,Flower 82 :: Ant
167,68,Bumblebee,high_contact,deep_contact,deep contact visit,7.765,0.93,0.856,0.024,0.967,0.653,-0.072,0.158,0.799,Capsule formed,Flower 68 :: Bumblebee
168,13,Bumblebee,mixed,shallow_entry,shallow entry visit,4.146,0.575,0.244,0.446,0.405,0.617,-0.109,-0.142,0.452,No capsule,Flower 13 :: Bumblebee
169,61,Ant,mixed,shallow_entry,shallow entry visit,3.49,0.158,0.371,0.072,0.904,0.575,-0.064,-0.177,0.545,Capsule formed,Flower 61 :: Ant
170,46,Beetle,brief_heavy,surface_wander,surface wandering visit,3.559,0.101,0.222,0.406,0.459,0.429,-0.569,-0.283,0.1,No capsule,Flower 46 :: Beetle
171,9,Moth,high_contact,deep_contact,deep contact visit,11.231,0.821,0.809,0.117,0.844,0.559,0.012,0.041,0.819,No capsule,Flower 9 :: Moth
172,40,Hoverfly,high_contact,deep_contact,deep contact visit,12.02,0.976,0.766,0.132,0.824,0.649,0.04,0.222,0.832,Capsule formed,Flower 40 :: Hoverfly
173,45,Small native bee,mixed,surface_wander,surface wandering visit,8.078,0.137,0.121,0.531,0.292,0.504,-0.442,-0.434,0.422,No capsule,Flower 45 :: Small native bee
174,8,Beetle,high_contact,brief_visit,brief visit,2.074,0.277,0.167,0.506,0.325,0.376,-0.033,-0.271,0.701,Capsule formed,Flower 8 :: Beetle
175,89,Bumblebee,mixed,shallow_entry,shallow entry visit,6.481,0.45,0.237,0.393,0.475,0.611,-0.1,0.194,0.547,No capsule,Flower 89 :: Bumblebee
176,31,Hoverfly,high_contact,brief_visit,brief visit,2.394,0.179,0.287,0.455,0.393,0.657,-0.238,0.129,0.81,Capsule formed,Flower 31 :: Hoverfly
177,87,Hoverfly,mixed,brief_visit,brief visit,1.997,0.173,0.053,0.096,0.872,0.728,-0.937,-0.006,0.497,Capsule formed,Flower 87 :: Hoverfly
178,54,Ant,surface_heavy,surface_wander,surface wandering visit,9.649,0.124,0.211,0.705,0.06,0.514,0.069,-0.488,0.1,No capsule,Flower 54 :: Ant
179,23,Small native bee,mixed,shallow_entry,shallow entry visit,9.15,0.328,0.241,0.161,0.786,0.626,0.19,-0.002,0.387,No capsule,Flower 23 :: Small native bee
180,32,Bumblebee,brief_heavy,brief_visit,brief visit,2.769,0.466,0.189,0.548,0.269,0.501,-0.652,-0.297,0.059,No capsule,Flower 32 :: Bumblebee
181,68,Ant,high_contact,deep_contact,deep contact visit,12.373,0.87,0.838,0.08,0.893,0.807,0.017,0.128,0.799,Capsule formed,Flower 68 :: Ant
182,23,Bumblebee,mixed,deep_contact,deep contact visit,7.647,0.819,0.864,0.019,0.974,0.697,0.025,-0.114,0.387,No capsule,Flower 23 :: Bumblebee
183,31,Bumblebee,high_contact,deep_contact,deep contact visit,9.377,0.853,0.932,0.133,0.823,0.692,-0.022,0.023,0.81,Capsule formed,Flower 31 :: Bumblebee
184,73,Beetle,mixed,surface_wander,surface wandering visit,8.33,0.234,0.209,0.713,0.049,0.424,-0.453,-0.724,0.509,Capsule formed,Flower 73 :: Beetle
185,90,Beetle,mixed,deep_contact,deep contact visit,10.301,0.902,0.84,0.062,0.918,0.592,-0.074,0.008,0.499,No capsule,Flower 90 :: Beetle
186,23,Small native bee,mixed,deep_contact,deep contact visit,13.714,0.856,0.894,0.076,0.899,0.645,0.03,0.099,0.387,No capsule,Flower 23 :: Small native bee
187,40,Small native bee,high_contact,deep_contact,deep contact visit,10.101,0.845,0.858,0.101,0.866,0.817,-0.027,0.118,0.832,Capsule formed,Flower 40 :: Small native bee
188,79,Small native bee,high_contact,brief_visit,brief visit,1.616,0.212,0.096,0.343,0.543,0.53,0.305,0.035,0.77,Capsule formed,Flower 79 :: Small native bee
189,58,Small native bee,mixed,brief_visit,brief visit,3.928,0.219,0.102,0.267,0.644,0.387,0.337,-0.211,0.458,No capsule,Flower 58 :: Small native bee
190,53,Small native bee,high_contact,deep_contact,deep contact visit,10.022,0.754,0.876,0.123,0.836,0.667,-0.053,0.141,0.9,Capsule formed,Flower 53 :: Small native bee
191,44,Bumblebee,high_contact,deep_contact,deep contact visit,14.532,0.891,0.902,0.159,0.789,0.925,-0.134,0.014,0.778,Capsule formed,Flower 44 :: Bumblebee
192,28,Small native bee,surface_heavy,surface_wander,surface wandering visit,7.251,0.051,0.234,0.589,0.215,0.538,-0.523,0.225,0.18,No capsule,Flower 28 :: Small native bee
193,32,Hoverfly,brief_heavy,shallow_entry,shallow entry visit,3.896,0.211,0.422,0.257,0.658,0.673,0.462,0.079,0.059,No capsule,Flower 32 :: Hoverfly
194,25,Bumblebee,mixed,shallow_entry,shallow entry visit,5.766,0.441,0.179,0.25,0.666,0.621,0.061,-0.166,0.448,Capsule formed,Flower 25 :: Bumblebee
195,54,Beetle,surface_heavy,surface_wander,surface wandering visit,9.512,0.257,0.171,0.502,0.33,0.373,-0.043,-0.326,0.1,No capsule,Flower 54 :: Beetle
196,67,Ant,high_contact,deep_contact,deep contact visit,15.534,0.771,0.861,0.091,0.879,0.722,-0.038,-0.054,0.825,Capsule formed,Flower 67 :: Ant
197,61,Hoverfly,mixed,surface_wander,surface wandering visit,6.015,0.061,0.223,0.606,0.192,0.71,0.414,-0.12,0.545,Capsule formed,Flower 61 :: Hoverfly
198,40,Bumblebee,high_contact,deep_contact,deep contact visit,15.124,0.766,0.787,0.088,0.883,0.693,-0.061,0.053,0.832,Capsule formed,Flower 40 :: Bumblebee
199,89,Beetle,mixed,shallow_entry,shallow entry visit,7.397,0.479,0.339,0.096,0.872,0.326,0.09,0.19,0.547,No capsule,Flower 89 :: Beetle
200,87,Beetle,mixed,shallow_entry,shallow entry visit,1.414,0.544,0.266,0.307,0.591,0.425,0.295,0.079,0.497,Capsule formed,Flower 87 :: Beetle
201,90,Bumblebee,mixed,shallow_entry,shallow entry visit,5.349,0.477,0.523,0.337,0.551,0.599,-0.232,-0.102,0.499,No capsule,Flower 90 :: Bumblebee
202,3,Bumblebee,high_contact,deep_contact,deep contact visit,13.708,0.85,0.646,0.02,0.974,0.851,-0.029,-0.099,0.873,Capsule formed,Flower 3 :: Bumblebee
203,58,Small native bee,mixed,surface_wander,surface wandering visit,8.692,0.201,0.236,0.699,0.069,0.753,0.062,-0.658,0.458,No capsule,Flower 58 :: Small native bee
204,13,Bumblebee,mixed,shallow_entry,shallow entry visit,4.932,0.56,0.541,0.553,0.263,0.545,0.459,-0.325,0.452,No capsule,Flower 13 :: Bumblebee
205,80,Small native bee,mixed,shallow_entry,shallow entry visit,6.365,0.361,0.672,0.271,0.638,0.689,0.147,0.129,0.353,No capsule,Flower 80 :: Small native bee
206,5,Hoverfly,high_contact,surface_wander,surface wandering visit,9.24,0.193,0.171,0.649,0.135,0.908,-0.298,-0.078,0.859,Capsule formed,Flower 5 :: Hoverfly
207,31,Small native bee,high_contact,deep_contact,deep contact visit,6.795,0.881,0.705,0.171,0.772,0.654,0.11,-0.001,0.81,Capsule formed,Flower 31 :: Small native bee
208,19,Bumblebee,high_contact,deep_contact,deep contact visit,10.768,0.847,1.0,0.136,0.819,0.784,0.096,0.213,0.866,Capsule formed,Flower 19 :: Bumblebee
209,69,Small native bee,surface_heavy,deep_contact,deep contact visit,13.505,0.762,0.848,0.052,0.931,0.76,0.087,0.139,0.167,Capsule formed,Flower 69 :: Small native bee
210,74,Beetle,high_contact,surface_wander,surface wandering visit,5.037,0.0,0.215,0.635,0.153,0.465,0.236,0.255,0.877,Capsule formed,Flower 74 :: Beetle
211,89,Small native bee,mixed,shallow_entry,shallow entry visit,10.257,0.598,0.566,0.227,0.697,0.472,0.242,-0.218,0.547,No capsule,Flower 89 :: Small native bee
212,16,Beetle,mixed,deep_contact,deep contact visit,11.055,0.645,0.895,0.052,0.931,0.483,0.012,0.055,0.472,No capsule,Flower 16 :: Beetle
213,68,Hoverfly,high_contact,deep_contact,deep contact visit,13.236,0.791,0.747,0.127,0.831,0.89,0.016,-0.096,0.799,Capsule formed,Flower 68 :: Hoverfly
214,12,Bumblebee,high_contact,deep_contact,deep contact visit,9.936,0.747,0.829,0.08,0.893,0.648,0.073,0.04,0.726,No capsule,Flower 12 :: Bumblebee
215,68,Hoverfly,high_contact,shallow_entry,shallow entry visit,4.141,0.222,0.458,0.231,0.692,0.483,0.004,-0.182,0.799,Capsule formed,Flower 68 :: Hoverfly
216,58,Small native bee,mixed,shallow_entry,shallow entry visit,7.698,0.583,0.323,0.2,0.733,0.622,-0.319,-0.355,0.458,No capsule,Flower 58 :: Small native bee
217,53,Small native bee,high_contact,deep_contact,deep contact visit,12.012,0.931,1.0,0.058,0.922,0.639,0.184,-0.057,0.9,Capsule formed,Flower 53 :: Small native bee
218,32,Moth,brief_heavy,brief_visit,brief visit,1.718,0.084,0.081,0.481,0.359,0.519,-0.047,-0.055,0.059,No capsule,Flower 32 :: Moth
219,53,Hoverfly,high_contact,deep_contact,deep contact visit,13.521,1.0,0.834,0.065,0.914,0.862,0.094,0.032,0.9,Capsule formed,Flower 53 :: Hoverfly
220,5,Ant,high_contact,brief_visit,brief visit,1.592,0.189,0.24,0.287,0.617,0.369,-0.69,-0.533,0.859,Capsule formed,Flower 5 :: Ant
221,80,Bumblebee,mixed,deep_contact,deep contact visit,10.324,0.778,0.829,0.163,0.783,0.753,0.021,0.039,0.353,No capsule,Flower 80 :: Bumblebee
222,11,Ant,brief_heavy,brief_visit,brief visit,1.219,0.184,0.0,0.467,0.378,0.681,-0.101,0.574,0.135,No capsule,Flower 11 :: Ant
223,58,Beetle,mixed,shallow_entry,shallow entry visit,5.519,0.406,0.434,0.363,0.516,0.538,0.1,0.127,0.458,No capsule,Flower 58 :: Beetle
224,13,Small native bee,mixed,shallow_entry,shallow entry visit,7.663,0.685,0.404,0.029,0.962,0.505,0.322,0.08,0.452,No capsule,Flower 13 :: Small native bee
225,23,Hoverfly,mixed,deep_contact,deep contact visit,14.357,0.914,0.967,0.11,0.854,0.872,-0.008,0.026,0.387,No capsule,Flower 23 :: Hoverfly
226,8,Hoverfly,high_contact,brief_visit,brief visit,1.993,0.121,0.161,0.736,0.019,0.727,-0.616,-0.157,0.701,Capsule formed,Flower 8 :: Hoverfly
227,80,Bumblebee,mixed,brief_visit,brief visit,1.74,0.0,0.311,0.57,0.24,0.552,-0.134,0.31,0.353,No capsule,Flower 80 :: Bumblebee
228,13,Hoverfly,mixed,shallow_entry,shallow entry visit,6.14,0.437,0.397,0.385,0.487,0.633,-0.192,0.091,0.452,No capsule,Flower 13 :: Hoverfly
229,87,Ant,mixed,shallow_entry,shallow entry visit,5.123,0.514,0.414,0.216,0.711,0.619,0.464,-0.332,0.497,Capsule formed,Flower 87 :: Ant
230,63,Small native bee,mixed,brief_visit,brief visit,1.575,0.0,0.191,0.336,0.551,0.248,0.302,0.437,0.469,Capsule formed,Flower 63 :: Small native bee
231,79,Ant,high_contact,surface_wander,surface wandering visit,11.32,0.311,0.313,0.42,0.44,0.594,-0.093,-0.725,0.77,Capsule formed,Flower 79 :: Ant
232,24,Small native bee,surface_heavy,deep_contact,deep contact visit,14.894,0.855,0.855,0.111,0.852,0.575,-0.067,0.194,0.118,No capsule,Flower 24 :: Small native bee
233,79,Bumblebee,high_contact,deep_contact,deep contact visit,11.617,0.867,0.892,0.145,0.807,0.707,0.147,0.108,0.77,Capsule formed,Flower 79 :: Bumblebee
234,63,Moth,mixed,brief_visit,brief visit,2.252,0.251,0.031,0.239,0.681,0.549,0.103,-0.769,0.469,Capsule formed,Flower 63 :: Moth
235,9,Small native bee,high_contact,shallow_entry,shallow entry visit,5.542,0.445,0.573,0.171,0.772,0.461,0.065,0.129,0.819,No capsule,Flower 9 :: Small native bee
236,58,Hoverfly,mixed,shallow_entry,shallow entry visit,4.615,0.373,0.179,0.195,0.74,0.719,0.267,-0.159,0.458,No capsule,Flower 58 :: Hoverfly
237,69,Small native bee,surface_heavy,surface_wander,surface wandering visit,11.843,0.179,0.145,0.554,0.262,0.642,0.205,-0.437,0.167,Capsule formed,Flower 69 :: Small native bee
238,22,Hoverfly,high_contact,brief_visit,brief visit,1.858,0.181,0.251,0.686,0.086,0.62,0.373,0.409,0.741,Capsule formed,Flower 22 :: Hoverfly
239,54,Small native bee,surface_heavy,surface_wander,surface wandering visit,5.608,0.29,0.184,0.859,0.0,0.418,-0.136,0.494,0.1,No capsule,Flower 54 :: Small native bee
240,21,Small native bee,surface_heavy,shallow_entry,shallow entry visit,8.016,0.321,0.417,0.206,0.726,0.587,-0.071,-0.052,0.091,No capsule,Flower 21 :: Small native bee
241,77,Small native bee,high_contact,deep_contact,deep contact visit,11.07,0.726,0.83,0.097,0.871,0.608,-0.004,0.078,0.869,Capsule formed,Flower 77 :: Small native bee
242,25,Hoverfly,mixed,shallow_entry,shallow entry visit,4.864,0.478,0.389,0.31,0.586,0.877,0.192,-0.339,0.448,Capsule formed,Flower 25 :: Hoverfly
243,80,Bumblebee,mixed,surface_wander,surface wandering visit,10.489,0.098,0.051,0.604,0.195,0.329,-0.29,0.173,0.353,No capsule,Flower 80 :: Bumblebee
244,68,Moth,high_contact,deep_contact,deep contact visit,11.667,0.811,0.958,0.142,0.81,0.58,0.033,0.115,0.799,Capsule formed,Flower 68 :: Moth
245,84,Bumblebee,high_contact,deep_contact,deep contact visit,13.554,0.935,0.875,0.08,0.893,0.732,-0.238,0.107,0.817,Capsule formed,Flower 84 :: Bumblebee
246,76,Moth,mixed,deep_contact,deep contact visit,11.643,0.749,0.85,0.094,0.875,0.549,0.035,0.174,0.379,Capsule formed,Flower 76 :: Moth
247,8,Hoverfly,high_contact,deep_contact,deep contact visit,8.157,0.854,0.819,0.07,0.907,0.728,0.005,0.246,0.701,Capsule formed,Flower 8 :: Hoverfly
248,6,Beetle,high_contact,brief_visit,brief visit,3.196,0.134,0.158,0.331,0.558,0.227,-0.085,0.805,0.791,Capsule formed,Flower 6 :: Beetle
249,49,Bumblebee,surface_heavy,surface_wander,surface wandering visit,5.921,0.0,0.302,0.777,0.0,0.666,-0.356,-0.248,0.105,No capsule,Flower 49 :: Bumblebee
250,81,Beetle,high_contact,deep_contact,deep contact visit,10.973,0.71,0.868,0.149,0.801,0.384,0.077,0.11,0.856,Capsule formed,Flower 81 :: Beetle
251,65,Bumblebee,brief_heavy,brief_visit,brief visit,0.687,0.127,0.231,0.301,0.599,0.477,-0.656,0.551,0.131,No capsule,Flower 65 :: Bumblebee
252,44,Hoverfly,high_contact,shallow_entry,shallow entry visit,6.738,0.391,0.399,0.223,0.703,0.983,0.2,-0.103,0.778,Capsule formed,Flower 44 :: Hoverfly
253,41,Small native bee,mixed,shallow_entry,shallow entry visit,4.51,0.48,0.559,0.312,0.584,0.569,0.102,-0.03,0.451,Capsule formed,Flower 41 :: Small native bee
254,41,Moth,mixed,shallow_entry,shallow entry visit,5.505,0.326,0.353,0.391,0.479,0.528,0.201,-0.066,0.451,Capsule formed,Flower 41 :: Moth
255,28,Bumblebee,surface_heavy,surface_wander,surface wandering visit,10.425,0.239,0.102,0.435,0.421,0.553,0.281,-0.756,0.18,No capsule,Flower 28 :: Bumblebee
256,2,Small native bee,surface_heavy,shallow_entry,shallow entry visit,4.558,0.376,0.365,0.211,0.718,0.561,0.004,-0.283,0.136,Capsule formed,Flower 2 :: Small native bee
257,56,Small native bee,high_contact,deep_contact,deep contact visit,8.564,0.864,0.907,0.033,0.956,0.641,0.01,0.246,0.75,No capsule,Flower 56 :: Small native bee
258,61,Hoverfly,mixed,brief_visit,brief visit,1.214,0.278,0.238,0.201,0.732,0.719,-0.039,0.12,0.545,Capsule formed,Flower 61 :: Hoverfly
259,11,Ant,brief_heavy,brief_visit,brief visit,1.774,0.29,0.206,0.581,0.225,0.51,-0.376,-0.284,0.135,No capsule,Flower 11 :: Ant
260,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,7.612,0.289,0.337,0.621,0.171,0.541,0.687,-0.468,0.1,No capsule,Flower 54 :: Hoverfly
261,65,Bumblebee,brief_heavy,brief_visit,brief visit,2.375,0.102,0.405,0.181,0.759,0.409,0.184,0.471,0.131,No capsule,Flower 65 :: Bumblebee
262,81,Hoverfly,high_contact,deep_contact,deep contact visit,10.377,0.754,0.727,0.096,0.871,0.621,-0.099,0.032,0.856,Capsule formed,Flower 81 :: Hoverfly
263,13,Small native bee,mixed,shallow_entry,shallow entry visit,7.309,0.51,0.568,0.27,0.64,0.59,0.192,0.005,0.452,No capsule,Flower 13 :: Small native bee
264,83,Hoverfly,high_contact,deep_contact,deep contact visit,12.685,0.832,0.814,0.054,0.929,0.703,0.108,0.087,0.818,No capsule,Flower 83 :: Hoverfly
265,55,Small native bee,surface_heavy,surface_wander,surface wandering visit,4.484,0.252,0.146,0.51,0.319,0.485,0.111,-0.194,0.102,No capsule,Flower 55 :: Small native bee
266,78,Hoverfly,brief_heavy,brief_visit,brief visit,3.316,0.18,0.0,0.499,0.335,0.893,0.567,0.579,0.058,No capsule,Flower 78 :: Hoverfly
267,20,Bumblebee,high_contact,deep_contact,deep contact visit,12.271,0.738,0.815,0.053,0.93,0.772,0.092,0.105,0.693,No capsule,Flower 20 :: Bumblebee
268,46,Hoverfly,brief_heavy,surface_wander,surface wandering visit,10.174,0.266,0.306,0.452,0.398,0.311,-0.732,0.212,0.1,No capsule,Flower 46 :: Hoverfly
269,73,Hoverfly,mixed,deep_contact,deep contact visit,14.457,0.842,0.839,0.083,0.89,0.818,0.164,0.118,0.509,Capsule formed,Flower 73 :: Hoverfly
270,68,Ant,high_contact,deep_contact,deep contact visit,13.385,0.816,0.684,0.027,0.964,0.649,0.068,0.09,0.799,Capsule formed,Flower 68 :: Ant
271,23,Moth,mixed,shallow_entry,shallow entry visit,5.651,0.457,0.324,0.273,0.636,0.3,0.354,-0.143,0.387,No capsule,Flower 23 :: Moth
272,61,Bumblebee,mixed,deep_contact,deep contact visit,11.688,0.838,0.819,0.097,0.871,0.725,-0.051,0.069,0.545,Capsule formed,Flower 61 :: Bumblebee
273,84,Small native bee,high_contact,shallow_entry,shallow entry visit,8.481,0.397,0.454,0.125,0.834,0.515,0.138,0.265,0.817,Capsule formed,Flower 84 :: Small native bee
274,23,Hoverfly,mixed,shallow_entry,shallow entry visit,8.629,0.413,0.731,0.217,0.711,0.643,-0.118,0.4,0.387,No capsule,Flower 23 :: Hoverfly
275,44,Bumblebee,high_contact,brief_visit,brief visit,2.416,0.377,0.036,0.362,0.518,0.504,-0.711,0.302,0.778,Capsule formed,Flower 44 :: Bumblebee
276,23,Small native bee,mixed,deep_contact,deep contact visit,11.058,0.806,0.868,0.144,0.808,0.595,-0.037,0.175,0.387,No capsule,Flower 23 :: Small native bee
277,84,Moth,high_contact,brief_visit,brief visit,0.366,0.057,0.28,0.508,0.322,0.309,-0.061,-0.075,0.817,Capsule formed,Flower 84 :: Moth
278,87,Bumblebee,mixed,brief_visit,brief visit,2.105,0.17,0.206,0.15,0.801,0.603,0.393,0.095,0.497,Capsule formed,Flower 87 :: Bumblebee
279,25,Small native bee,mixed,shallow_entry,shallow entry visit,5.57,0.571,0.405,0.172,0.771,0.511,0.136,-0.087,0.448,Capsule formed,Flower 25 :: Small native bee
280,12,Small native bee,high_contact,deep_contact,deep contact visit,14.789,0.92,0.795,0.04,0.946,0.634,-0.021,-0.022,0.726,No capsule,Flower 12 :: Small native bee
281,40,Ant,high_contact,deep_contact,deep contact visit,11.137,0.934,0.874,0.226,0.699,0.744,-0.006,0.08,0.832,Capsule formed,Flower 40 :: Ant
282,25,Bumblebee,mixed,brief_visit,brief visit,1.266,0.266,0.177,0.074,0.901,0.652,0.456,-0.389,0.448,Capsule formed,Flower 25 :: Bumblebee
283,1,Hoverfly,high_contact,deep_contact,deep contact visit,14.001,0.803,0.782,0.103,0.863,0.758,-0.022,0.147,0.823,Capsule formed,Flower 1 :: Hoverfly
284,89,Ant,mixed,deep_contact,deep contact visit,13.836,0.939,0.813,0.142,0.811,0.667,0.184,-0.022,0.547,No capsule,Flower 89 :: Ant
285,89,Hoverfly,mixed,surface_wander,surface wandering visit,9.478,0.069,0.148,0.713,0.05,0.766,0.209,0.063,0.547,No capsule,Flower 89 :: Hoverfly
286,22,Hoverfly,high_contact,deep_contact,deep contact visit,12.294,0.937,0.973,0.133,0.823,0.823,0.087,0.02,0.741,Capsule formed,Flower 22 :: Hoverfly
287,2,Hoverfly,surface_heavy,surface_wander,surface wandering visit,8.834,0.177,0.269,0.673,0.103,0.669,-0.509,0.038,0.136,Capsule formed,Flower 2 :: Hoverfly
288,84,Hoverfly,high_contact,brief_visit,brief visit,1.398,0.185,0.11,0.304,0.594,0.525,0.456,0.304,0.817,Capsule formed,Flower 84 :: Hoverfly
289,74,Hoverfly,high_contact,deep_contact,deep contact visit,18.167,0.822,0.878,0.068,0.909,0.83,0.095,0.07,0.877,Capsule formed,Flower 74 :: Hoverfly
290,67,Bumblebee,high_contact,shallow_entry,shallow entry visit,4.064,0.47,0.403,0.203,0.729,0.542,0.581,-0.067,0.825,Capsule formed,Flower 67 :: Bumblebee
291,8,Bumblebee,high_contact,deep_contact,deep contact visit,12.948,0.884,0.907,0.055,0.927,0.727,-0.059,0.024,0.701,Capsule formed,Flower 8 :: Bumblebee
292,25,Bumblebee,mixed,shallow_entry,shallow entry visit,6.94,0.537,0.425,0.355,0.526,0.444,0.255,0.012,0.448,Capsule formed,Flower 25 :: Bumblebee
293,48,Bumblebee,brief_heavy,brief_visit,brief visit,0.776,0.109,0.205,0.572,0.238,0.396,-0.353,-0.34,0.059,No capsule,Flower 48 :: Bumblebee
294,46,Small native bee,brief_heavy,shallow_entry,shallow entry visit,4.221,0.43,0.267,0.257,0.657,0.666,-0.134,-0.057,0.1,No capsule,Flower 46 :: Small native bee
295,68,Beetle,high_contact,surface_wander,surface wandering visit,10.909,0.132,0.31,0.653,0.129,0.279,-0.531,-0.357,0.799,Capsule formed,Flower 68 :: Beetle
296,14,Hoverfly,surface_heavy,surface_wander,surface wandering visit,9.76,0.068,0.302,0.659,0.121,0.482,0.13,0.448,0.151,No capsule,Flower 14 :: Hoverfly
297,48,Ant,brief_heavy,brief_visit,brief visit,0.654,0.0,0.18,0.29,0.614,0.48,-0.023,0.142,0.059,No capsule,Flower 48 :: Ant
298,5,Bumblebee,high_contact,deep_contact,deep contact visit,9.542,0.91,0.826,0.12,0.84,0.788,0.087,0.162,0.859,Capsule formed,Flower 5 :: Bumblebee
299,68,Bumblebee,high_contact,deep_contact,deep contact visit,12.345,0.861,0.894,0.109,0.855,0.632,-0.101,0.159,0.799,Capsule formed,Flower 68 :: Bumblebee
300,39,Moth,brief_heavy,brief_visit,brief visit,0.846,0.277,0.13,0.495,0.34,0.322,0.592,-0.396,0.073,No capsule,Flower 39 :: Moth
301,53,Moth,high_contact,deep_contact,deep contact visit,12.494,0.969,0.826,0.112,0.851,0.32,0.016,0.052,0.9,Capsule formed,Flower 53 :: Moth
302,74,Hoverfly,high_contact,shallow_entry,shallow entry visit,5.381,0.375,0.171,0.145,0.806,0.816,-0.28,-0.158,0.877,Capsule formed,Flower 74 :: Hoverfly
